index,language,difficulty,success,alignment_score,question_canonical_overlap,question_test_overlap,canonical_test_overlap,title
665,javascript,hard,1,19.9,0.2921,0.1918,0.082,"Write a JavaScript function `linearRegressionPredictor` that performs prediction based on a linear regression model. The formula for the linear regression model is: y = slope * x + intercept, where:"
666,javascript,hard,0,30.49,0.3169,0.3359,0.2581,Implement a TableCreator class to manage database table creation operations. This class should handle both normal and error scenarios during table creation.
667,javascript,medium,1,23.85,0.2613,0.2442,0.2025,Write a JavaScript module `ipConverter` that implements bidirectional conversion between IPv4 addresses and 32-bit unsigned integers. The module must include the following two functions:
668,javascript,hard,0,35.73,0.3235,0.3696,0.39,Implement a Redux-style reducer function `appReducer` to manage application state. The function should handle the following action types:
669,javascript,easy,1,38.15,0.3417,0.4348,0.3814,Write a JavaScript function `validateUserRegistration` to validate user registration information. The function should accept an object with the following properties as a parameter:
670,javascript,medium,1,32.21,0.3707,0.3761,0.2033,Implement a JavaScript `Employee` class for managing employee information. The class should meet the following requirements:
671,javascript,easy,1,17.15,0.2063,0.2353,0.0612,"Write a JavaScript function `findLargestPrimeFactor` that takes a positive integer as input and returns the largest prime factor of that number. If the input is 1, return null."
672,javascript,medium,0,37.58,0.3627,0.3458,0.4231,Implement a Student Grade Management System
673,javascript,medium,1,29.9,0.26,0.3304,0.3194,JavaScript Programming Problem: User Management System
674,javascript,hard,0,35.84,0.3866,0.3271,0.3523,Write a JavaScript function named `numberOperations` that performs three different numerical operations based on the specified operation type:
675,javascript,hard,0,30.99,0.272,0.3333,0.337,JavaScript Programming Problem: Implementing a Learning Management System Model
676,javascript,hard,0,30.42,0.2721,0.3066,0.3445,Implement a course management system using JavaScript by writing a `LessonManager` class with the following functionalities:
677,javascript,medium,0,31.37,0.2449,0.4388,0.2805,"Implement a user authentication system class UserAuthSystem, which should include the following functionalities:"
678,javascript,hard,0,26.08,0.234,0.3113,0.2459,Implement a QueryBuilder class for constructing database query conditions. This class should support the following methods:
679,javascript,hard,0,17.91,0.2247,0.1449,0.1525,"Write a JavaScript function named `countDuplicates` that takes an array as input and returns the count of duplicate elements in the array. A duplicate element is defined as an element that appears more than once in the array, and each duplicate element is counted only once."
680,javascript,medium,0,35.54,0.3277,0.4211,0.3267,Implement a Car Management System
681,javascript,hard,0,26.24,0.2766,0.2791,0.2268,Implement a permission manager class (PermissionManager) to manage roles and permissions. The specific requirements are as follows:
682,javascript,medium,0,25.83,0.1825,0.4215,0.1963,Implement a Simple Blog Post API Class
683,javascript,hard,0,28.13,0.3163,0.2784,0.2375,Write a JavaScript function `generateSequence` that generates a sequence following specific rules. The sequence generation rules are as follows:
684,javascript,medium,1,25.18,0.2331,0.3077,0.2209,Implement a Logger class for recording log messages at different levels. The specific requirements are as follows:
685,javascript,medium,0,17.66,0.2788,0.1557,0.0612,"Write a JavaScript function `createRainbowText` that takes a string as input and returns a new string where each character of the original string is wrapped in terminal color codes corresponding to a rainbow sequence. The rainbow colors should cycle in the order of red, orange, yellow, green, blue, indigo, and violet for each character."
686,javascript,hard,0,18.23,0.2117,0.2167,0.1089,"Write a JavaScript function `addTwoNumbers` that takes two linked lists representing non-negative integers. Each node contains a single digit, and the digits are stored in normal order (i.e., the head of the linked list is the most significant digit). The function should return a new linked list representing the sum of the two numbers."
687,javascript,hard,1,22.19,0.1818,0.1545,0.3429,"Write a JavaScript function `uiInteractionManager` that manages the interaction state of user interface elements. The function takes a current state object and an action type, and returns a new state object."
688,javascript,hard,0,25.64,0.2797,0.2703,0.2115,Implement a JavaScript function `selectionSort` that performs selection sort on an array and returns an object containing the sorting process and metadata.
689,javascript,easy,1,31.21,0.2979,0.3933,0.25,Write a JavaScript function named `stateManager` that manages state based on different action types. The function should handle the following cases:
690,javascript,hard,0,26.47,0.3028,0.2828,0.1959,Implement a Todo List Manager (TodoListManager) class that supports the following functionalities:
691,javascript,hard,0,30.19,0.2804,0.3766,0.2558,Implement a user management system with the following functionalities:
692,javascript,hard,0,35.9,0.3932,0.4113,0.2613,Write a JavaScript function `createHamsterObject` that creates a formatted hamster object based on the input hamster data and database ID.
693,javascript,hard,1,31.71,0.3663,0.3131,0.2553,Write a JavaScript function `processAirPressureData` that takes an array containing atmospheric pressure data and returns an HTML table string representing this data.
694,javascript,medium,1,16.07,0.3034,0.0984,0.0328,Write a JavaScript function `findMinFactorPairDigitCount` that takes a non-negative integer as input and returns the smallest sum of the digit counts among all factor pairs of that number.
695,javascript,hard,0,21.57,0.2029,0.3176,0.1308,Implement a PreferencesManager class in JavaScript that manages application preferences with the following functionality:
696,javascript,medium,1,22.55,0.1778,0.3145,0.2,Please implement a book management system in JavaScript with the following specific requirements:
697,javascript,hard,0,32.1,0.2848,0.3357,0.3546,Write a JavaScript module `authService` that implements user registration and login validation functionality. The module should include the following four methods:
698,javascript,easy,1,37.18,0.3926,0.4345,0.2815,"Write a JavaScript function `processCommand` to handle the parsing and execution validation of chat commands. This function needs to validate and parse commands based on input parameters, returning the corresponding result object."
699,javascript,easy,1,19.32,0.2278,0.2111,0.129,"Write a JavaScript function `hasBalancedParentheses` to check whether the parentheses in a string are balanced. Balanced parentheses mean that every type of opening parenthesis has a corresponding closing parenthesis, and the nesting order of the parentheses is correct."
700,javascript,hard,1,10.33,0.177,0.0833,0.025,Write a JavaScript function `flipLights` that accepts two integer parameters `n` and `m` and returns an integer. The input and output of the function should satisfy the following requirements:
701,javascript,hard,1,40.14,0.3721,0.3714,0.4706,**JavaScript Programming Problem: Ice Cream Eating Simulator**
702,javascript,hard,0,37.22,0.4252,0.3438,0.33,Write a JavaScript function `processClickAction` that handles user click actions and returns the operation result. The function must meet the following requirements:
703,javascript,easy,1,31.45,0.2683,0.3855,0.3051,"Write a JavaScript function `fizzBuzz` that takes two positive integer parameters `start` and `end`, and returns an array containing the string representations of all numbers from `start` to `end` (inclusive), with the following substitution rules:"
704,javascript,easy,1,22.83,0.2037,0.2752,0.2143,Write a JavaScript function `loginStateManager` to manage a user's login state. The function should handle the following types of actions:
705,javascript,hard,0,34.67,0.3262,0.3817,0.339,"Implement an Employee Management System in JavaScript that can handle departments, job titles, and employees with the following functionality:"
706,javascript,hard,0,16.21,0.1818,0.1826,0.1154,Write a JavaScript class `MusicNoteProcessor` that implements the following functionalities:
707,javascript,easy,1,30.51,0.2541,0.3529,0.3253,Implement a Pokemon API simulator class in JavaScript. This class should be able to fetch a list of all Pokemon and retrieve detailed information of a specific Pokemon based on a given URL.
708,javascript,medium,0,37.31,0.3118,0.4615,0.3662,Implement a TodoManager class to manage a to-do list. The class should support the following functionalities:
709,javascript,medium,1,34.81,0.3655,0.3661,0.307,Implement a movie database API with the following two functions:
710,javascript,medium,1,36.35,0.2973,0.3947,0.4206,JavaScript Programming Problem: Implement a Book Database Class
711,javascript,hard,1,51.38,0.5196,0.4948,0.525,JavaScript Variable Scope Demonstration
712,javascript,medium,0,24.0,0.2471,0.2794,0.1912,Write a JavaScript function `generatePascalsTriangle` that generates a flattened array representing a specific number of layers of Pascal's Triangle (Yang Hui's Triangle).
713,javascript,hard,0,37.98,0.3182,0.4656,0.3761,Please implement a `LocationManager` class in JavaScript for managing geographical location markers. The class should provide the following functionalities:
714,javascript,hard,0,27.49,0.2229,0.3099,0.3091,JavaScript Programming Problem: Friend Information Management System
715,javascript,hard,0,33.86,0.3305,0.381,0.3069,Implement a JavaScript class named PersonaDB for managing a database of persona information. The class should include the following methods:
716,javascript,hard,0,26.48,0.2452,0.3361,0.2195,Implement a whiteboard room management system. Create a class named `WhiteboardManager` that supports the following functionalities:
717,javascript,medium,1,33.19,0.2581,0.4885,0.2737,Implement a form state machine class FormStateMachine to manage the state transitions and data recording of a fitness training form. The specific requirements are as follows:
718,javascript,easy,1,30.13,0.2736,0.2957,0.3438,"Write a JavaScript function named `collectionOperations` that performs various collection operations on an array of objects. The function should accept two parameters: an array of objects (the collection) and an operation specification object, then return the corresponding result based on the operation specification."
719,javascript,medium,1,28.76,0.2303,0.3819,0.2698,Implement a Bug Tracker system in JavaScript that can manage software bugs. The system should be implemented as a class called `BugTracker` with the following functionality:
720,javascript,easy,1,14.42,0.1275,0.2432,0.0676,Write a JavaScript function `parseEstimoteTelemetryPacket` to parse the Telemetry data packet of an Estimote device.
721,javascript,hard,0,30.95,0.3137,0.3119,0.3014,Write a JavaScript function `compareSalaries` that compares the salary situations of two job options and returns which option has a higher net income and the difference between them.
722,javascript,hard,1,32.67,0.2963,0.4394,0.2544,Implement a debugging utility function `debugUtil` with the following features:
723,javascript,hard,0,36.43,0.3738,0.3826,0.3333,Implement a PreferenceManager class in JavaScript that allows users to track their preferences for brands and articles. The class should support the following operations:
724,javascript,hard,0,35.45,0.3661,0.3365,0.3571,"Write a JavaScript function `processPayment` to handle payment transactions. The function needs to calculate change based on different payment methods and amounts, and validate the transaction's legitimacy."
725,javascript,hard,1,20.79,0.2483,0.2348,0.1273,Implement a Single State Update for Conway's Game of Life
726,javascript,medium,1,25.87,0.2238,0.3604,0.2037,Implement a Simple Application State Management Library
