index,language,difficulty,success,style_stability_score,style_entropy,indent_entropy,line_length_entropy,punctuation_entropy,identifier_style_mix,title
854,python,hard,0,0.0,8.235,1.701,2.801,2.983,4,Input:
855,python,hard,0,0.0,8.588,1.996,2.887,2.954,4,Problem Description
856,python,hard,0,0.0,7.632,1.378,2.739,2.764,4,Test Case 1: Default parameters
857,python,easy,1,1.42,7.463,1.196,2.939,2.828,3,**Python Function: Bangazon Logout Message**
858,python,hard,0,0.0,7.773,1.845,2.248,2.929,4,Test case 1: Basic movement
859,python,hard,0,0.0,8.513,1.925,2.855,2.983,4,Class and Method Specifications:
860,python,hard,0,0.0,8.028,1.605,3.066,2.857,3,Expected approximate values:
861,python,hard,0,0.0,8.042,2.031,2.804,2.706,3,**Age Validation Problem**
862,python,easy,1,13.46,6.445,1.241,2.3,2.405,3,**Problem: Check if a Number is Odd**
863,python,hard,1,0.0,8.508,1.762,3.053,3.193,3,**XML Article Search and Formatting**
864,python,hard,1,0.0,8.537,1.803,2.939,3.044,4,Test case 1: Simple matrix multiplication
865,python,medium,1,0.0,8.019,1.748,2.921,2.85,3,**Problem: Minimum Road Reorientations**
866,python,hard,0,0.0,8.151,1.2,3.319,2.883,4,**Python Variable Name Validator**
867,python,hard,0,0.0,8.546,1.47,3.139,3.187,4,Test case 1: Basic checkout
868,python,hard,0,0.0,8.221,1.644,2.835,2.992,4,Test case 1: Simple tree with a valid path sum
869,python,hard,0,0.0,8.11,2.025,2.527,3.058,3,Test Case 1: New database initialization
870,python,hard,0,0.0,7.629,1.505,2.698,2.925,3,Functions to Implement:
871,python,medium,1,0.0,7.909,1.693,2.707,3.009,3,**Problem: LZW Compression Algorithm**
872,python,hard,0,0.0,7.706,1.206,3.136,2.864,3,Functions to Implement:
873,python,hard,0,0.0,8.285,1.708,3.057,3.02,3,Test case 1
874,python,hard,0,0.0,8.274,1.746,2.986,3.041,3,**Problem: Parse Coupon Information from HTML**
875,python,hard,1,0.0,7.913,1.672,2.805,2.935,3,Input:
876,python,easy,1,0.0,7.552,1.272,2.872,2.908,3,**Problem Description:**
877,python,hard,0,0.0,7.723,1.491,2.656,3.076,3,**Problem: Classify Numbers as Even or Odd**
878,python,hard,1,0.0,8.194,1.678,3.189,2.827,3,The result should be a dictionary with:
879,python,easy,0,0.0,7.777,1.56,2.703,3.014,3,Input/Output Specifications:
880,python,hard,0,0.0,7.638,1.748,2.691,2.699,3,Test Case 1
881,python,hard,0,5.81,7.011,1.373,2.288,2.6,4,Example 1
882,python,hard,0,0.0,8.275,1.919,2.743,3.113,3,**Python Dictionary Method Demonstrator**
883,python,hard,0,0.0,7.92,1.545,2.57,2.804,5,Test case 1: Simple horizontal line
884,python,hard,1,0.0,8.727,1.988,3.057,3.183,3,Returns:
885,python,easy,1,0.0,8.016,1.805,2.893,2.818,3,Test case 1 with default arrow properties
886,python,hard,1,0.0,8.158,1.747,2.853,2.808,4,Test case 1: Base Program class
887,python,easy,1,13.75,6.421,1.241,2.3,2.38,3,**Problem: Check if a Number is Even or Odd**
888,python,hard,1,11.41,6.627,1.224,2.197,2.705,3,**Problem: Check if a Value is a Signed 32-bit Integer**
889,python,easy,1,15.61,6.277,1.224,2.113,2.439,3,**Problem: Check if the Second Last Digit is Seven**
890,python,hard,1,0.0,7.687,1.418,3.084,2.685,3,Create sample DataFrames for testing
891,python,hard,0,0.0,8.15,1.387,2.94,3.323,3,**Problem: Generate HTML Small Tags**
892,python,hard,0,0.0,8.23,1.823,2.785,3.122,3,Function Specifications
893,python,hard,0,0.0,8.929,2.501,2.822,3.105,3,Assume the directory structure and files are created as follows:
894,python,easy,1,0.0,7.64,1.729,2.538,2.623,4,Test Case 1: Simple insertion
895,python,hard,0,0.0,9.054,2.054,2.955,3.295,4,Sample training data
896,python,hard,1,11.98,6.569,1.239,2.59,2.24,3,**Character Classification Functions**
897,python,hard,0,0.0,7.94,1.696,2.841,2.902,3,**Programming Problem: Counting Valid Combinations**
898,python,hard,0,0.0,7.672,1.207,2.618,3.347,3,**HTML Element Extractor**
899,python,hard,0,0.0,8.025,1.707,3.121,2.698,3,**Problem: Global Alignment Score Calculation**
900,python,hard,1,2.42,7.34,1.287,2.882,2.671,3,**Python Programming Problem: JSON Filename and Content Handling**
901,python,hard,1,11.0,6.623,1.281,2.355,2.487,3,**Problem: Find the Poisoned Prisoner**
902,python,easy,1,0.0,7.925,1.73,2.81,2.885,3,**Problem: Key Deletion Performance Measurement**
903,python,easy,1,0.0,7.963,1.575,2.92,2.968,3,Test Case 1: Basic dealing
904,python,medium,1,0.0,7.931,1.388,2.789,3.004,4,Test Case 1: Successful registration
905,python,hard,0,0.0,8.31,1.624,3.058,2.877,4,Test case 1: Basic summoner lookup
906,python,hard,1,0.0,9.758,2.699,3.131,3.179,4,Test case 1: Straight path with no obstacles
907,python,hard,0,0.0,8.604,2.146,2.598,3.111,4,Test Case 1: Search for 'Python'
908,python,easy,1,0.0,8.012,2.04,2.276,2.946,4,**Python Programming Problem: Lecturer Management System**
909,python,hard,1,0.0,8.242,1.936,3.046,2.76,3,Test Case 1
910,python,hard,1,0.0,7.782,1.708,2.726,2.849,3,**Problem Description:**
911,python,medium,1,0.0,8.015,1.77,2.527,2.968,4,Class Requirements:
912,python,hard,0,0.0,8.673,1.774,2.948,3.201,4,**Python Programming Problem: Input Validation**
913,python,hard,0,0.0,8.411,2.036,2.92,2.705,4,Test case with 2 features
914,python,hard,1,1.33,7.48,1.188,2.866,2.926,3,**Programming Problem: Analyze the Last Digit of an Integer**
915,python,hard,0,3.55,7.269,1.241,3.005,2.523,3,Test case 1: Simple linear range
916,python,easy,1,0.0,8.688,2.07,2.885,3.233,3,Example 1
917,python,easy,1,0.0,7.754,1.636,2.805,2.813,3,Test Case 1: Basic Sensor Data
918,python,hard,0,0.0,8.606,1.757,2.702,3.147,5,Test case 1: Standard POST with URL and JSON
919,python,hard,0,0.0,8.411,1.706,2.974,2.981,4,**Problem: Urban Dictionary Word Definition Parser**
920,python,easy,0,0.0,8.206,1.715,2.795,2.946,4,Example 1
921,python,hard,1,0.0,7.629,1.697,2.907,2.525,3,**Problem: Name Analysis**
922,python,easy,0,6.26,7.051,1.221,2.699,2.631,3,**Problem: Check Frame Availability**
923,python,hard,1,0.55,7.38,1.45,2.448,2.982,3,**Problem: Check if a String is a Palindrome**
924,python,medium,1,0.0,7.497,1.595,2.384,3.017,3,**Programming Problem: Generate Number Pattern**
925,python,medium,1,0.0,8.246,1.558,2.975,2.714,5,**Python Programming Problem: Email Verification System**
926,python,easy,1,0.0,8.118,1.932,2.346,3.09,4,Test case 1: Simple 2x2 grid with two adjacent positions
927,python,hard,0,0.0,8.033,1.708,2.756,3.069,3,Test Case 1: Basic bounding box conversion
928,python,easy,1,1.94,7.391,1.252,2.558,3.081,3,Test Case 1
929,python,easy,1,0.0,8.113,1.434,2.949,2.98,4,Test case 1: Valid person creation
930,python,easy,1,0.0,7.855,1.307,2.993,3.056,3,Test Case 1
931,python,medium,1,0.0,8.368,2.146,2.845,2.877,3,**Problem: Maximize Minimum Sweetness**
932,python,hard,0,0.0,7.573,1.642,2.718,2.712,3,**Python Programming Problem: User Authentication System**
933,python,hard,0,0.0,8.701,1.945,3.18,3.076,3,Test case 1
934,python,hard,0,0.0,8.482,2.035,2.915,3.032,3,Create sample CSV files in memory for testing
935,python,hard,0,0.0,7.605,1.686,2.764,2.656,3,Test case 1: Create a directory
936,python,hard,0,0.0,7.817,1.797,2.821,2.698,3,**Python Programming Problem: Driver's License Status Checker**
937,python,hard,0,0.0,8.414,1.871,2.702,3.09,4,Initialize mock client
938,python,medium,1,1.62,7.311,1.429,2.439,2.943,3,**Problem: URL Constructor**
939,python,hard,0,4.93,7.034,1.411,2.592,2.531,3,**Problem: Sum of Even Fibonacci Numbers**
940,python,easy,1,1.7,7.374,1.324,2.695,2.855,3,"Test case 1: Normal case (32, 40)"
941,python,hard,0,0.0,7.733,1.965,2.575,2.693,3,**Programming Problem: Find Numbers with Specific Remainders**
942,python,medium,1,0.0,8.453,1.662,2.787,3.254,4,**Python Programming Problem: Attribute Management System**
943,python,easy,1,0.0,9.311,2.468,2.918,3.175,4,Test case 1
944,shell,hard,1,0.0,8.361,1.828,2.683,3.351,3,Output:
945,shell,easy,0,0.0,8.075,1.487,2.736,3.352,3,Requirements:
946,python,hard,1,0.0,8.01,2.045,2.502,2.963,3,"Test case for ""hm"""
947,shell,medium,1,3.91,6.897,1.557,2.55,2.29,3,**Programming Problem: Monitor Position Finder**
948,shell,hard,0,0.0,8.807,2.276,2.675,3.107,4,**Problem: Intcode Computer**
949,shell,hard,1,0.0,8.547,1.594,3.068,3.386,3,Test Case 1: Generate PEM account (no password)
950,shell,hard,0,0.0,7.982,1.214,3.138,3.13,3,**Problem: Calculate Memory Fragmentation**
951,python,hard,0,0.0,8.238,1.514,2.862,3.113,4,**Programming Problem: Board State Mediator**
952,shell,medium,1,3.83,7.002,1.557,2.821,2.124,3,Example 1
953,shell,hard,0,0.0,8.915,2.0,2.822,3.343,4,Basic Python cache cleaning
954,shell,hard,0,0.0,8.011,2.057,2.495,2.959,3,Test case 1: debian 10 x86_64
955,shell,medium,1,0.0,7.887,1.403,2.855,3.128,3,Test case: already_on_master
956,shell,easy,1,0.0,8.452,2.152,2.829,2.972,3,**Problem: Find Complementary DNA Sequences**
957,shell,hard,0,0.99,7.4,1.381,2.515,3.003,3,**Problem: Javadoc Generator Shell Function**
958,shell,hard,1,3.26,6.883,1.531,1.985,2.868,3,**Problem: File Type Classifier**
959,shell,hard,0,0.0,7.116,1.913,2.473,2.229,3,Write a shell script function called `describe_kafka_topic` that retrieves and displays information about a Kafka topic or returns an error if the topic doesn't exist.
960,shell,easy,0,0.04,7.6,1.177,3.027,2.646,4,Test case 1: Normal memory situation (should not drop caches)
961,shell,hard,0,0.0,8.229,1.754,2.513,3.462,3,Test Case 1: Valid parameters
962,shell,easy,1,0.0,7.988,1.816,2.724,2.948,3,"Expected output: cmake ""/src"" -DCMAKE_CXX_COMPILER=g++-6 -DCMAKE_C_COMPILER=gcc-6 -DPROMETHEUS_CPP_INCLUDE=""/prom/usr/local/include"" -DPROMETHEUS_CPP_LIB=""/prom/usr/local/lib/x86_64-linux-gnu/libprometheus-cpp.a"" -DPROTOBUF_INCLUDE_DIRS=""/proto/include/"" -DPROTOBUF_LIBRARIES=""/proto/lib/libprotobuf.so"""
963,shell,hard,0,0.0,8.379,1.721,3.039,3.12,3,Ionic 1 project
964,shell,hard,0,0.0,8.194,1.575,2.986,3.134,3,Test 1: Verify cleanup message
965,shell,easy,1,0.0,7.712,1.241,2.84,3.131,3,Test Case 1
966,shell,easy,1,0.0,8.071,1.862,2.895,2.813,3,Test Case 1: Stop instances in stack1-us-east1
967,shell,easy,1,0.0,7.747,1.462,2.812,2.973,3,**Problem: Detect Overlapping Genomic Regions**
968,shell,hard,0,13.98,6.553,0.89,2.624,2.539,3,**Problem: Calculate Video Bitrate**
969,shell,medium,1,0.0,7.471,1.39,2.544,3.037,3,Test Case 1: Setup Java 8
970,shell,hard,0,16.55,6.294,0.985,2.522,2.287,3,**Problem: Counting Pattern Matches in Sequencing Reads**
971,shell,easy,1,0.0,7.903,1.373,2.974,3.056,3,Test CA certificate generation
972,shell,easy,1,0.0,8.025,1.286,2.955,3.034,4,Test Case 1: All settings secure
973,shell,hard,0,0.0,8.098,2.123,2.589,2.887,3,"Output: ""hisat2 -p 8 -x reference.fa -1 sample1_1 -2 sample1_2 | samtools sort -@8 -o output.bam"""
974,shell,medium,1,0.0,8.537,2.329,2.762,2.945,3,Test TODO comments
975,shell,hard,0,4.34,7.236,1.19,2.824,2.722,3,Requirements:
976,shell,easy,1,0.0,8.01,1.568,2.762,3.179,3,**Shell Script Problem: Guess Feedback Function**
977,shell,medium,1,0.0,7.455,1.929,2.185,2.841,3,Output: psql -h localhost -p 5432 -U admin -d mydb
978,shell,hard,0,0.0,8.298,1.361,3.141,3.295,3,Master node check
979,shell,hard,0,0.0,8.481,1.948,2.767,3.017,4,Test case 1: Build for iOS
980,shell,hard,1,0.0,7.987,1.58,2.822,3.085,3,**Problem: Package Manager Build Script**
981,shell,easy,1,0.0,8.035,1.747,2.859,2.929,3,Test case 1: Matching OUI
982,shell,easy,1,0.0,7.885,1.545,2.839,3.001,3,Requirements:
983,shell,hard,0,0.0,8.283,1.936,3.011,2.835,3,Test Case 1
984,shell,hard,0,1.33,7.27,1.471,2.866,2.433,3,**Parallel Computation Problem**
985,shell,hard,0,0.0,7.612,1.331,2.762,3.019,3,Test 1: Default setup
986,shell,medium,1,0.54,7.503,1.26,2.934,2.808,3,Test case 1: Valid version
